Channel  Owner  SlaveId  Periph
95.      4.      0x2     0x01
96.      4.      0x2     0x05
97.      4.      0x2     0x06
98.      4.      0x2     0x09
99.      4.      0x2     0x1C
100.     4.      0x2     0x2C
101.     4.      0x2     0x3C
102.     4.      0x2     0x59
103.     4.      0x2     0x71
104.     4.      0x2     0x72
105.     4.      0x2     0xC3
106.     4.      0x2     0xC6
107.     4.      0x2     0xCC
108.     4.      0x3     0xA0
109.     4.      0x4     0x01
110.     4.      0x4     0x05
111.     4.      0x4     0x06
112.     4.      0x4     0x09
113.     4.      0x4     0x2C
114.     4.      0x4     0x3C
115.     4.      0x4     0x59
116.     4.      0x4     0x71
117.     4.      0x4     0x72
118.     4.      0x4     0xC2
119.     4.      0x4     0xC3
120.     4.      0x5     0x01
121.     4.      0x5     0x10
122.     4.      0x5     0x14
123.     4.      0x5     0x15
124.     4.      0x5     0x16
125.     4.      0x5     0x17
126.     4.      0x5     0x18
127.     4.      0x5     0x19
128.     4.      0x5     0x1A
129.     4.      0x5     0x1B
130.     4.      0x5     0x1C
131.     4.      0x5     0x1D
132.     4.      0x5     0x1E
133.     4.      0x5     0x1F
134.     4.      0x0     0x37
135.     4.      0x0     0x39
136.     0.      0x0     0x24
137.     0.      0x0     0x28
138.     0.      0x0     0x31
139.     0.      0x0     0x34
140.     0.      0x0     0x35
141.     0.      0x0     0x3D
142.     0.      0x0     0x3E
143.     0.      0x0     0x5B
144.     0.      0x0     0x5C
145.     0.      0x0     0x5D
146.     0.      0x0     0x61
147.     0.      0x0     0x62
148.     0.      0x0     0x73
149.     0.      0x0     0xC0
150.     0.      0x0     0xC1
151.     0.      0x0     0xC3
152.     0.      0x0     0xC4
153.     0.      0x0     0xC5
154.     0.      0x0     0xC6
155.     0.      0x0     0xC7
156.     0.      0x0     0xC8
157.     0.      0x0     0xC9
158.     0.      0x0     0xCA
159.     0.      0x0     0xCB
160.     0.      0x0     0xCC
161.     0.      0x0     0xCD
162.     0.      0x0     0xCF
163.     0.      0x0     0xD0
164.     0.      0x0     0xD1
165.     0.      0x0     0xD2
166.     0.      0x0     0xD4
167.     0.      0x0     0xD6
168.     0.      0x1     0x35
169.     0.      0x1     0x38
170.     0.      0xe     0x08
171.     0.      0x2     0x10
172.     0.      0x2     0x11
173.     0.      0x2     0x12
174.     0.      0x2     0x13
175.     0.      0x2     0x14
176.     0.      0x2     0x15
177.     0.      0x2     0x16
178.     0.      0x2     0x17
179.     0.      0x2     0x18
180.     0.      0x2     0x1B
181.     0.      0x2     0x24
182.     0.      0x2     0x40
183.     0.      0x2     0x41
184.     0.      0x2     0x42
185.     0.      0x2     0x43
186.     0.      0x2     0x44
187.     0.      0x2     0x45
188.     0.      0x2     0x46
189.     0.      0x2     0x48
190.     0.      0x2     0x49
191.     0.      0x2     0x4A
192.     0.      0x2     0x4B
193.     0.      0x2     0x73
194.     0.      0x2     0x74
195.     0.      0x2     0xC0
196.     0.      0x2     0xC1
197.     0.      0x2     0xC2
198.     0.      0x2     0xC4
199.     0.      0x2     0xC5
200.     0.      0x2     0xC7
201.     0.      0x2     0xC8
202.     0.      0x2     0xC9
203.     0.      0x2     0xCA
204.     0.      0x2     0xCB
205.     0.      0x2     0xCD
206.     0.      0x3     0xA1
207.     0.      0x3     0xB0
208.     0.      0x3     0xB1
209.     0.      0x3     0xB2
210.     0.      0x3     0xB3
211.     0.      0x3     0xB4
212.     0.      0x3     0xB5
213.     0.      0x3     0xB6
214.     0.      0x3     0xC0
215.     0.      0x3     0xD0
216.     0.      0x3     0xD3
217.     0.      0x3     0xD8
218.     0.      0x3     0xD9
219.     0.      0x3     0xDC
220.     0.      0x3     0xDE
221.     0.      0x4     0x24
222.     0.      0x4     0xC0
223.     0.      0x4     0xC1
224.     2.      0x0     0x32
225.     2.      0x0     0x38
226.     2.      0x0     0x3F
227.     2.      0x0     0x74
228.     2.      0x0     0xC2
229.     2.      0x0     0x50
230.     4.      0x0     0x50
231.     2.      0x0     0x54
232.     4.      0x0     0x54
233.     2.      0x0     0x55
234.     4.      0x0     0x55
235.     2.      0x0     0x56
236.     4.      0x0     0x56
237.     1.      0x0     0x60
238.     1.      0x0     0x70
239.     1.      0x2     0x70
240.     1.      0x4     0x70
241.     4.      0x0     0x08
242.     1.      0x0     0x08
243.     0.      0x0     0x08
244.     2.      0x0     0x04
245.     0.      0x0     0x04
246.     1.      0x0     0x04
247.     4.      0x0     0x04
248.     4.      0x2     0x08
249.     1.      0x2     0x08
250.     0.      0x2     0x08
251.     2.      0x2     0x04
252.     0.      0x2     0x04
253.     1.      0x2     0x04
254.     4.      0x2     0x04
255.     4.      0x4     0x08
256.     1.      0x4     0x08
257.     0.      0x4     0x08
258.     2.      0x4     0x04
259.     2.      0x2     0x73
260.     2.      0x2     0x74
261.     0.      0x4     0x04
262.     1.      0x4     0x04
263.     4.      0x4     0x04
